delivery_person_id,first_name,last_name,phone,age,ratings,vehicle_type,vehicle_condition,status,current_latitude,current_longitude,total_deliveries,city
D01485,Ayushman,Kale,+917676606289,30,4.61,electric_scooter,0,Offline,12.87873,77.606013,3209,Bengaluru
D01486,Joshua,Soni,+919783874430,36,4.69,motorcycle,0,On Delivery,12.820568,77.665498,669,Bengaluru
D01487,Chanakya,Sengupta,+917026638207,23,3.52,motorcycle,1,On Delivery,12.906749,77.62548,2266,Bengaluru
D01488,Oliver,Lad,+911178605776,34,3.44,motorcycle,2,Available,12.974889,77.544931,2894,Bengaluru
D01489,Pranit,Parsa,+910287574058,39,4.28,scooter,0,Available,13.007347,77.698771,3434,Bengaluru
D01490,Kabir,Padmanabhan,+917787192497,41,3.18,bicycle,1,Available,12.923569,77.605018,3084,Bengaluru
D01491,Advaith,Sabharwal,+917451453752,31,4.01,motorcycle,1,Offline,13.018366,77.613937,1227,Bengaluru
D01492,Darsh,Panchal,+918252699018,31,5.0,bicycle,0,On Delivery,13.017435,77.707444,1298,Bengaluru
D01493,Hardik,Yohannan,+915157646705,21,4.35,scooter,2,Available,12.868711,77.611326,2502,Bengaluru
D01494,Gagan,Mane,+911934650275,36,3.59,bicycle,0,Available,12.948991,77.648109,2572,Bengaluru
D01495,Peter,Nair,+913892349524,44,3.65,motorcycle,0,Available,12.849762,77.692998,1307,Bengaluru
D01496,Yagnesh,Sekhon,+912638803242,34,4.73,motorcycle,0,On Delivery,12.999099,77.570129,3071,Bengaluru
D01497,Balveer,Raj,+916974762370,26,4.74,scooter,1,On Delivery,13.000587,77.680928,1153,Bengaluru
D01498,Luke,Sheth,+912681931922,43,3.94,scooter,1,Available,12.928011,77.544556,3262,Bengaluru
D01499,Elijah,Ganesh,+910625394185,28,4.12,motorcycle,1,Available,12.91502,77.636226,2218,Bengaluru
D01500,Om,Sama,+918314003563,20,3.94,motorcycle,0,On Delivery,12.962167,77.621251,1775,Bengaluru
D01501,Samaksh,Bora,+917986571689,42,4.25,motorcycle,0,Available,12.913231,77.55351,615,Bengaluru
D01502,Balveer,Edwin,+918628685643,29,4.15,motorcycle,0,On Delivery,12.980866,77.499667,2155,Bengaluru
D01503,Onveer,Kari,+917289467363,22,4.43,motorcycle,0,Available,12.947894,77.619511,2279,Bengaluru
D01504,Naksh,Nadig,+912628033649,21,4.62,motorcycle,1,On Delivery,12.835398,77.661125,2744,Bengaluru
D01505,Madhav,Loke,+913430310166,27,4.96,scooter,1,Available,12.916852,77.530029,3089,Bengaluru
D01506,Rudra,Madan,+915414085796,24,4.69,motorcycle,2,Available,12.931766,77.578313,3138,Bengaluru
D01507,Tristan,Patil,+916600260469,20,4.0,scooter,1,Available,12.975154,77.750358,2713,Bengaluru
D01508,Umang,Sachdev,+919162441066,40,4.17,motorcycle,2,Available,12.97817,77.569172,1937,Bengaluru
D01509,Fiyaz,Gour,+912423893544,20,4.61,motorcycle,0,On Delivery,12.973035,77.6833,72,Bengaluru
D01510,Advay,Dass,+918502305066,34,4.41,motorcycle,2,Available,13.003562,77.681361,920,Bengaluru
D01511,Jacob,Krishnamurthy,+919554129824,44,4.23,scooter,0,Available,12.992968,77.679382,3371,Bengaluru
D01512,Balveer,Kade,+918152089521,34,3.82,electric_scooter,2,Available,12.908106,77.590059,3349,Bengaluru
D01513,Fiyaz,Ranganathan,+915073249139,29,4.12,motorcycle,0,On Delivery,12.904482,77.580404,2828,Bengaluru
D01514,Charan,Chandran,+912749623838,29,4.33,motorcycle,2,On Delivery,12.958051,77.486833,1983,Bengaluru
D01515,Azad,Solanki,+912858033086,40,3.65,motorcycle,0,Available,12.953819,77.703176,1695,Bengaluru
D01516,Avi,Bal,+910850504871,30,3.82,scooter,1,Available,12.947932,77.698022,523,Bengaluru
D01517,Rushil,Viswanathan,+914447939117,23,4.35,motorcycle,1,Offline,12.915265,77.596916,50,Bengaluru
D01518,Benjamin,Chawla,+916884865737,29,4.26,scooter,2,Available,12.923216,77.614748,1554,Bengaluru
D01519,Karan,Dugal,+914741208180,26,4.08,motorcycle,2,Available,12.932899,77.613265,2629,Bengaluru
D01520,Brijesh,Ramakrishnan,+918940439351,32,4.32,motorcycle,1,On Delivery,12.925024,77.598104,2912,Bengaluru
D01521,Mohammed,Karnik,+916848031636,35,4.95,motorcycle,1,Available,12.989526,77.553646,1081,Bengaluru
D01522,Jatin,Mander,+913764298393,20,5.0,motorcycle,2,On Delivery,12.960239,77.70284,1475,Bengaluru
D01523,Timothy,Date,+910885329873,29,3.89,scooter,0,Available,12.963077,77.682826,1050,Bengaluru
D01524,Dominic,Vyas,+914754737704,44,3.28,scooter,2,Available,12.987987,77.619253,1718,Bengaluru
D01525,Frederick,Balakrishnan,+915977396103,44,3.62,scooter,0,Available,13.03716,77.601126,852,Bengaluru
D01526,Anay,Parikh,+919108041756,39,4.87,scooter,0,Available,12.944257,77.588757,2932,Bengaluru
D01527,Nicholas,Soni,+917716991658,34,3.31,motorcycle,1,Available,12.920005,77.599114,3136,Bengaluru
D01528,Vivaan,Zachariah,+915786712657,42,4.18,motorcycle,0,On Delivery,12.896349,77.629448,598,Bengaluru
D01529,Laban,Saxena,+919885249919,32,4.69,motorcycle,2,Available,12.974774,77.489707,2955,Bengaluru
D01530,Ekansh,Zacharia,+915537304376,26,3.52,motorcycle,1,Available,12.890407,77.638876,1662,Bengaluru
D01531,Gaurang,Shan,+914481440004,21,3.56,scooter,1,On Delivery,12.906472,77.559663,620,Bengaluru
D01532,Teerth,Viswanathan,+910640797296,36,4.48,scooter,0,On Delivery,12.970069,77.717194,2071,Bengaluru
D01533,Mohammed,Palan,+913449799251,45,4.01,electric_scooter,2,On Delivery,13.020935,77.704466,808,Bengaluru
D01534,Wridesh,Zacharia,+915475878371,21,4.72,electric_scooter,1,Available,13.096815,77.60926,2414,Bengaluru
D01535,Ishaan,Chakraborty,+916771853601,35,4.16,motorcycle,0,On Delivery,12.879234,77.589784,1063,Bengaluru
D01536,Timothy,Morar,+916004131667,34,4.04,motorcycle,1,On Delivery,12.996921,77.627112,12,Bengaluru
D01537,Qadim,Sachar,+917176350642,42,2.71,motorcycle,2,On Delivery,13.02022,77.58323,106,Bengaluru
D01538,Kalpit,Dugal,+911767622702,43,4.71,motorcycle,0,Offline,12.888264,77.619369,1633,Bengaluru
D01539,Max,Anne,+916472560467,36,4.75,motorcycle,2,Available,12.977461,77.702185,846,Bengaluru
D01540,Aadi,Virk,+911550261340,42,4.44,scooter,1,Available,13.105314,77.591931,563,Bengaluru
D01541,Ekansh,Padmanabhan,+916766540532,28,4.52,motorcycle,2,Available,12.942519,77.590681,1697,Bengaluru
D01542,Luke,Singh,+912861780581,27,3.48,bicycle,2,Available,12.977902,77.594398,1373,Bengaluru
D01543,Aayush,Swamy,+918864555261,30,3.55,motorcycle,1,Available,13.024774,77.58163,3020,Bengaluru
D01544,William,Mistry,+910529508687,45,4.83,motorcycle,0,Available,13.009724,77.586971,792,Bengaluru
D01545,Aayush,Sani,+918962586926,27,4.88,motorcycle,0,Available,13.007335,77.559467,2664,Bengaluru
D01546,Madhav,Kashyap,+915179751937,36,3.08,motorcycle,1,Available,12.901189,77.577034,3430,Bengaluru
D01547,Aarush,Prakash,+915801976213,28,4.24,motorcycle,0,Available,12.905974,77.571115,2808,Bengaluru
D01548,Girindra,Sabharwal,+916532224708,23,3.82,bicycle,0,Available,12.925678,77.560748,2172,Bengaluru
D01549,Tejas,Rana,+918408943748,41,3.55,scooter,2,On Delivery,12.880826,77.622214,3013,Bengaluru
D01550,Jeet,Gade,+918179300805,36,4.44,motorcycle,2,On Delivery,12.98218,77.76567,58,Bengaluru
D01551,Robert,Radhakrishnan,+914033405081,42,3.57,scooter,0,Available,13.004311,77.572363,2918,Bengaluru
D01552,Imaran,Lall,+916990213116,42,4.17,motorcycle,1,On Delivery,12.952751,77.703063,571,Bengaluru
D01553,Balveer,Sami,+917642812598,26,4.99,motorcycle,0,Available,12.941103,77.729404,3361,Bengaluru
D01554,Jagdish,Varughese,+914959126092,20,3.46,motorcycle,0,On Delivery,12.930576,77.688343,1073,Bengaluru
D01555,Laban,Mane,+911665781304,38,3.97,scooter,0,Available,12.868709,77.59229,2063,Bengaluru
D01556,Krish,Sachar,+911645086295,26,3.66,scooter,0,On Delivery,12.993816,77.596844,3479,Bengaluru
D01557,Girindra,Biswas,+918764126139,31,5.0,electric_scooter,1,On Delivery,12.940019,77.717247,1323,Bengaluru
D01558,Gavin,Deshpande,+910583934083,31,4.15,motorcycle,1,On Delivery,12.956774,77.638859,2776,Bengaluru
D01559,Maanav,Choudhry,+911920696569,26,3.15,motorcycle,2,Offline,12.957053,77.714116,1708,Bengaluru
D01560,Vedant,Sethi,+912236831275,27,3.75,electric_scooter,0,On Delivery,12.948875,77.581224,2520,Bengaluru
D01561,Laban,Swamy,+917802280177,22,3.95,scooter,0,On Delivery,12.875693,77.605704,2320,Bengaluru
D01562,Girindra,Nagi,+912694473534,23,4.58,bicycle,2,Available,12.834414,77.693567,1020,Bengaluru
D01563,Aditya,Doshi,+911866790667,43,4.34,motorcycle,1,On Delivery,12.958529,77.629419,566,Bengaluru
D01564,Aryan,Warrior,+911040838437,37,4.54,motorcycle,0,On Delivery,12.95337,77.522069,2641,Bengaluru
D01565,Advay,Grewal,+913342253939,24,4.39,motorcycle,0,Available,12.958779,77.647163,3140,Bengaluru
D01566,Charan,Manda,+917745750218,36,3.39,electric_scooter,0,Available,12.924676,77.557599,1164,Bengaluru
D01567,Krish,Dass,+918396878842,45,4.27,scooter,2,On Delivery,12.85376,77.706411,1178,Bengaluru
D01568,Theodore,Anand,+919835894770,32,4.68,scooter,2,On Delivery,13.029049,77.604522,2805,Bengaluru
D01569,Jackson,Chana,+912546167946,43,4.69,bicycle,2,On Delivery,12.973906,77.594613,2731,Bengaluru
D01570,Faqid,Aurora,+918636139594,44,4.72,scooter,2,Available,12.912393,77.649369,274,Bengaluru
D01571,Yatin,Kalla,+915019473779,33,3.87,motorcycle,2,Available,12.978294,77.743313,3212,Bengaluru
D01572,Onveer,Salvi,+914997791782,45,4.34,electric_scooter,0,Available,12.981963,77.614225,2263,Bengaluru
D01573,Nachiket,Tara,+912866906251,30,5.0,motorcycle,2,Available,12.902292,77.59983,1047,Bengaluru
D01574,Quincy,Sheth,+919671080045,36,4.36,scooter,0,Available,12.997489,77.611446,2709,Bengaluru
D01575,Amol,Narayanan,+919665294830,31,3.55,motorcycle,0,On Delivery,12.907151,77.590135,646,Bengaluru
D01576,Banjeet,Dhingra,+913433536757,41,3.41,motorcycle,1,Available,12.864675,77.582802,2968,Bengaluru
D01577,Ayaan,Lata,+915031049791,28,3.7,motorcycle,1,Available,12.92632,77.597119,2818,Bengaluru
D01578,Rohan,Bora,+916199074666,39,5.0,scooter,2,Available,12.945393,77.7133,630,Bengaluru
D01579,Wahab,Golla,+913566830325,44,4.58,motorcycle,2,Available,12.855004,77.580388,601,Bengaluru
D01580,Gopal,Krishna,+916735078107,25,4.04,motorcycle,0,On Delivery,12.996137,77.56552,1228,Bengaluru
D01581,Rayaan,Arora,+911261499363,23,4.08,scooter,1,Available,13.049445,77.587721,1817,Bengaluru
D01582,Darsh,Kothari,+913909519566,26,3.38,bicycle,0,On Delivery,12.985979,77.547925,832,Bengaluru
D01583,Reyansh,Savant,+911640787048,23,4.24,motorcycle,2,On Delivery,12.928404,77.591823,3144,Bengaluru
D01584,Jatin,Bandi,+917396527295,38,4.04,scooter,1,On Delivery,12.959116,77.522288,1930,Bengaluru
D01585,Hardik,Sharma,+910712996991,30,3.54,motorcycle,2,Available,12.878948,77.613322,3377,Bengaluru
D01586,Champak,Verma,+919331326893,35,4.13,electric_scooter,1,Available,12.905979,77.553074,273,Bengaluru
D01587,Hemang,Solanki,+917712918425,22,4.01,scooter,1,On Delivery,12.956482,77.699201,3093,Bengaluru
D01588,Robert,Muni,+915589223552,42,4.16,motorcycle,2,On Delivery,12.910517,77.645557,115,Bengaluru
D01589,Neel,Dutt,+912933528789,35,4.36,motorcycle,2,Offline,13.088298,77.607653,1446,Bengaluru
D01590,Ansh,Verma,+912684746455,21,4.43,motorcycle,0,Offline,12.981557,77.611713,1015,Bengaluru
D01591,Darsh,Kulkarni,+915088087564,31,4.65,scooter,2,On Delivery,12.980128,77.766832,2233,Bengaluru
D01592,Wridesh,Misra,+910108867974,28,4.64,motorcycle,0,On Delivery,12.97582,77.742702,1839,Bengaluru
D01593,Hardik,Patel,+916465333477,28,4.67,scooter,1,Offline,12.973353,77.647895,823,Bengaluru
D01594,Atharv,Kamdar,+912628191502,26,4.06,motorcycle,0,On Delivery,12.928686,77.561225,2626,Bengaluru
D01595,Daksh,Keer,+911940504726,20,5.0,scooter,2,On Delivery,12.915395,77.566278,681,Bengaluru
D01596,Teerth,Nair,+919773660985,38,4.6,motorcycle,2,Available,12.958641,77.613916,3087,Bengaluru
D01597,Abhimanyu,Ganesh,+919788587489,41,3.84,scooter,2,Offline,12.839288,77.685828,1864,Bengaluru
D01598,Lakshit,Dar,+919844496163,38,4.51,motorcycle,1,On Delivery,12.95959,77.761892,1965,Bengaluru
D01599,Rudra,Kibe,+913848775619,22,4.07,bicycle,2,On Delivery,12.924935,77.53628,1931,Bengaluru
D01600,Aayush,Basak,+918322900059,20,4.04,motorcycle,1,On Delivery,12.985133,77.559705,1804,Bengaluru
D01601,Wazir,Dubey,+919193442462,41,4.11,scooter,1,Available,12.954291,77.699421,561,Bengaluru
D01602,Quincy,Chakraborty,+910653353597,30,4.63,bicycle,2,On Delivery,12.921003,77.599979,92,Bengaluru
D01603,Jeet,Dugar,+911960878757,36,3.39,scooter,2,Available,12.982638,77.613422,2883,Bengaluru
D01604,Zaid,Chand,+916309773983,33,4.18,electric_scooter,1,Available,12.944969,77.545403,2056,Bengaluru
D01605,Omkaar,Bhasin,+910044507296,25,4.63,bicycle,2,Offline,13.007775,77.694444,3177,Bengaluru
D01606,Ayushman,Parekh,+917932265278,25,3.13,motorcycle,1,Available,12.852488,77.578868,1372,Bengaluru
D01607,Faraj,Yadav,+911775398724,45,3.85,scooter,2,Available,12.967772,77.602836,2427,Bengaluru
D01608,Chatresh,Dass,+918840755380,31,4.67,motorcycle,1,Available,12.959314,77.620072,2576,Bengaluru
D01609,Yagnesh,Kaul,+910705130696,34,5.0,motorcycle,0,On Delivery,12.911277,77.547663,1310,Bengaluru
D01610,Nathan,Palan,+910278537982,23,3.32,motorcycle,2,On Delivery,12.9445,77.576912,1280,Bengaluru
D01611,Theodore,Hans,+916390858306,37,4.26,motorcycle,2,Available,12.900508,77.623037,1751,Bengaluru
D01612,Advaith,Purohit,+911672386656,21,5.0,bicycle,1,On Delivery,12.988636,77.505636,1443,Bengaluru
D01613,Praneel,Desai,+915410577250,29,4.12,motorcycle,1,On Delivery,12.981029,77.612386,3299,Bengaluru
D01614,Jeremiah,Baral,+918810855872,26,3.37,motorcycle,2,Available,12.872728,77.600194,1483,Bengaluru
D01615,Xavier,Sarma,+911041507493,23,4.61,motorcycle,0,On Delivery,12.930771,77.528659,496,Bengaluru
D01616,Manan,Suri,+911556613404,34,4.25,scooter,1,Available,13.111161,77.609186,179,Bengaluru
D01617,Girish,Grover,+912270699064,39,4.8,scooter,2,Available,12.833329,77.669035,1800,Bengaluru
D01618,Owen,Naik,+918036383647,24,4.0,electric_scooter,1,Available,12.952031,77.72074,3168,Bengaluru
D01619,Vivaan,Maharaj,+913514244966,42,4.99,motorcycle,2,Available,12.878052,77.670491,176,Bengaluru
D01620,Faris,Biswas,+919804886725,23,4.39,motorcycle,2,On Delivery,12.852795,77.589879,458,Bengaluru
D01621,Faras,Sengupta,+911709816688,23,3.66,motorcycle,0,Available,12.868901,77.598185,2576,Bengaluru
D01622,Manbir,Lall,+912815016454,33,4.19,motorcycle,0,Available,12.952662,77.64281,958,Bengaluru
D01623,Qadim,Setty,+916987622957,45,3.97,scooter,2,Offline,12.955992,77.743867,2010,Bengaluru
D01624,Aadi,Toor,+919897173315,44,4.32,motorcycle,1,Available,12.920254,77.677615,1147,Bengaluru
D01625,Ranveer,Goyal,+914716504415,25,5.0,motorcycle,1,Offline,12.903106,77.60095,2804,Bengaluru
D01626,Aditya,Patla,+919694541913,43,4.67,electric_scooter,2,Available,13.005009,77.699815,2446,Bengaluru
D01627,Jagdish,Nagi,+918373965242,35,4.52,scooter,0,On Delivery,12.860804,77.683743,2000,Bengaluru
D01628,Azad,Yohannan,+916440261353,29,4.24,motorcycle,1,Available,12.846296,77.661843,363,Bengaluru
D01629,Rishi,Gupta,+911384155109,41,3.94,motorcycle,0,Offline,12.948798,77.65139,2584,Bengaluru
D01630,Yuvraj,Dube,+915056880848,25,4.32,scooter,1,Available,13.014009,77.582351,304,Bengaluru
D01631,Lohit,Naidu,+919378132672,34,4.92,motorcycle,0,Offline,12.926452,77.572021,523,Bengaluru
D01632,Samarth,Nagy,+917469588194,44,4.35,motorcycle,1,On Delivery,13.033686,77.60584,1885,Bengaluru
D01633,Christopher,Char,+919931367572,43,4.61,scooter,1,On Delivery,12.963069,77.51244,1077,Bengaluru
D01634,Bahadurjit,Bassi,+910536678320,26,4.14,motorcycle,0,Offline,12.909099,77.637457,2923,Bengaluru
D01635,Dhruv,Gokhale,+913403883331,40,4.12,motorcycle,2,Offline,12.959556,77.489292,2992,Bengaluru
D01636,Amol,Jaggi,+916480236280,23,4.23,electric_scooter,0,On Delivery,12.970284,77.734116,3436,Bengaluru
D01637,Chatresh,Sunder,+911154397815,35,5.0,motorcycle,0,Offline,12.906004,77.623484,2384,Bengaluru
D01638,Gopal,Chaudhary,+916086236504,32,3.31,motorcycle,0,On Delivery,12.89246,77.634003,2684,Bengaluru
D01639,Amol,Rama,+919225182613,30,4.81,motorcycle,1,Available,12.92019,77.575638,257,Bengaluru
D01640,Yash,Vora,+917997062981,21,4.01,scooter,2,On Delivery,12.852964,77.669695,1459,Bengaluru
D01641,Kabir,Bawa,+910836816821,29,3.28,motorcycle,0,On Delivery,12.92249,77.580106,812,Bengaluru
D01642,Qadim,Kant,+911439039092,20,4.91,electric_scooter,1,On Delivery,12.979418,77.659746,3036,Bengaluru
D01643,Balendra,Arya,+912474857988,36,4.26,scooter,0,Available,13.000646,77.690412,1901,Bengaluru
D01644,Hemang,Swamy,+912293229725,28,4.21,motorcycle,1,On Delivery,12.960418,77.71299,2778,Bengaluru
D01645,Balveer,Sidhu,+915431886459,28,4.65,motorcycle,0,Available,12.961127,77.715429,3344,Bengaluru
D01646,Azaan,Patel,+914636698375,31,3.84,bicycle,2,Available,12.971346,77.71586,79,Bengaluru
D01647,Sarthak,Pillay,+910077099031,34,4.22,scooter,0,On Delivery,12.938963,77.668847,328,Bengaluru
D01648,Ayush,Lata,+918043331569,33,4.78,motorcycle,0,Available,12.969735,77.717055,1289,Bengaluru
D01649,Anmol,Bobal,+913520622609,26,3.54,motorcycle,1,On Delivery,12.92384,77.590266,544,Bengaluru
D01650,Max,Brahmbhatt,+913316140823,23,2.85,motorcycle,1,Available,12.966753,77.518515,1848,Bengaluru
D01651,Hritik,Venkataraman,+914051995081,39,3.74,electric_scooter,0,Available,12.973883,77.753183,3409,Bengaluru
D01652,Chanakya,Chaudhuri,+917352635951,35,5.0,scooter,0,Available,12.983855,77.501523,1090,Bengaluru
D01653,Jack,Wali,+918671066560,25,4.39,motorcycle,0,Offline,12.959392,77.767709,1510,Bengaluru
D01654,Reyansh,Gupta,+914905717532,24,4.46,scooter,2,On Delivery,13.033412,77.588502,2541,Bengaluru
D01655,Gopal,Vora,+911587898916,43,3.91,scooter,0,Available,12.933364,77.553908,443,Bengaluru
D01656,Jeet,Gola,+911424124845,29,4.61,bicycle,1,Available,13.004831,77.540533,2765,Bengaluru
D01657,Sarthak,Cherian,+914190669545,40,3.26,motorcycle,1,On Delivery,12.914347,77.627024,3345,Bengaluru
D01658,Praneel,Shanker,+911176170613,40,4.38,electric_scooter,0,Available,12.922882,77.604798,524,Bengaluru
D01659,Tanay,Chawla,+911720357965,33,5.0,motorcycle,0,Available,13.024329,77.585866,271,Bengaluru
D01660,Fiyaz,Gole,+915426078241,23,4.86,motorcycle,1,Available,13.015984,77.700498,3132,Bengaluru
D01661,Sai,Thaman,+911475466248,24,3.95,motorcycle,0,On Delivery,12.883401,77.637316,1213,Bengaluru
D01662,Om,Dugar,+916846038951,40,3.27,scooter,2,Available,12.940494,77.595664,1153,Bengaluru
D01663,Timothy,Pandey,+914645331649,45,4.97,motorcycle,1,Available,12.893403,77.611644,1335,Bengaluru
D01664,Nakul,Nair,+913713463107,37,4.53,scooter,2,Available,12.970961,77.697036,1990,Bengaluru
D01665,Quincy,Sachar,+916018830415,40,4.2,electric_scooter,1,On Delivery,12.958029,77.652124,2010,Bengaluru
D01666,Tanveer,Naik,+914359736970,23,3.65,scooter,2,On Delivery,12.853413,77.666618,649,Bengaluru
D01667,Jai,Kala,+915040937011,36,4.48,motorcycle,1,On Delivery,13.016567,77.55076,2862,Bengaluru
D01668,Raghav,Kumar,+919529055095,35,3.47,bicycle,0,On Delivery,13.026547,77.577714,2183,Bengaluru
D01669,Pranit,Sethi,+913992416119,31,4.07,electric_scooter,0,On Delivery,12.923577,77.661533,2963,Bengaluru
D01670,Udarsh,Ranganathan,+916278908806,36,4.3,scooter,0,On Delivery,12.88829,77.60105,624,Bengaluru
D01671,Aadi,Banerjee,+918223312567,35,3.61,motorcycle,0,On Delivery,13.017867,77.692914,2911,Bengaluru
D01672,Lucky,Babu,+916162714134,45,3.86,motorcycle,2,On Delivery,12.917364,77.603861,782,Bengaluru
D01673,Ekansh,Mittal,+914214209420,34,4.26,scooter,1,Available,12.918862,77.589822,1523,Bengaluru
D01674,Aarush,Mital,+919425059253,40,4.78,electric_scooter,0,Offline,12.958427,77.69552,2363,Bengaluru
D01675,Indrajit,Kala,+919936427379,31,3.97,motorcycle,0,On Delivery,12.997456,77.581635,2577,Bengaluru
D01676,Nakul,Bains,+911292135111,27,3.67,scooter,0,Available,12.966691,77.757141,1957,Bengaluru
D01677,Lakshit,Vaidya,+914694841232,43,4.06,motorcycle,0,Offline,12.977709,77.573822,146,Bengaluru
D01678,Faras,Chandra,+915709439137,20,3.92,bicycle,1,On Delivery,12.960264,77.628671,1810,Bengaluru
D01679,Anirudh,Sharma,+911682260809,45,5.0,scooter,1,Available,12.849604,77.691319,447,Bengaluru
D01680,Pranav,Dugal,+918449883803,34,5.0,scooter,2,On Delivery,12.964875,77.636716,3042,Bengaluru
D01681,Ekapad,Lanka,+914946245540,34,4.34,electric_scooter,0,Available,12.960849,77.681229,962,Bengaluru
D01682,Qadim,Krish,+918234811808,45,3.68,motorcycle,2,On Delivery,12.995976,77.585433,2129,Bengaluru
D01683,Jackson,Kunda,+917798258753,34,4.12,motorcycle,1,On Delivery,12.972518,77.573219,1217,Bengaluru
D01684,Mason,Chanda,+913307066670,40,3.59,electric_scooter,2,On Delivery,12.962645,77.763893,3145,Bengaluru
D01685,Ryan,Kalla,+911195530937,26,4.99,scooter,0,Available,12.942724,77.700323,243,Bengaluru
D01686,Balvan,Nair,+917037930618,38,4.13,motorcycle,0,Offline,12.958607,77.702311,1184,Bengaluru
D01687,Wyatt,Ghose,+912474246847,27,4.34,motorcycle,1,Available,13.003794,77.549503,1749,Bengaluru
D01688,Yagnesh,Chandran,+919053679120,34,4.38,bicycle,2,On Delivery,13.003579,77.559021,2555,Bengaluru
D01689,Mason,Barad,+913550819968,45,4.31,bicycle,2,Available,13.002167,77.580208,1328,Bengaluru
D01690,Rayaan,Brar,+918174420540,40,4.18,motorcycle,0,Offline,13.093566,77.604462,1525,Bengaluru
D01691,Ayaan,Natt,+919201675993,21,4.32,bicycle,0,Available,12.903139,77.615693,1064,Bengaluru
D01692,Owen,Saraf,+915806709144,33,3.81,motorcycle,2,Available,12.941238,77.727825,210,Bengaluru
D01693,Sathvik,Dara,+914549768348,45,4.98,motorcycle,0,Available,12.916808,77.616252,87,Bengaluru
D01694,Ishaan,Apte,+919246625760,22,4.31,bicycle,2,Available,12.859641,77.679064,1937,Bengaluru
D01695,Rayaan,Bhagat,+911652508159,30,4.44,scooter,1,Available,12.968856,77.602865,1395,Bengaluru
D01696,Michael,Viswanathan,+911741647763,44,4.18,electric_scooter,0,On Delivery,12.932768,77.638027,2839,Bengaluru
D01697,Ansh,Nagar,+916702546168,28,4.21,bicycle,1,Available,12.970176,77.683652,1727,Bengaluru
D01698,Falan,Narain,+918924418328,44,4.86,motorcycle,0,Offline,12.834519,77.694934,3266,Bengaluru
D01699,Zayan,Kant,+914792975914,29,4.09,bicycle,2,Offline,12.973658,77.702709,91,Bengaluru
D01700,Faraj,Bedi,+915846392488,35,5.0,scooter,2,Offline,12.938177,77.616881,3089,Bengaluru
D01701,Ronith,Sehgal,+914973780534,24,3.94,motorcycle,2,Available,12.958237,77.704043,2213,Bengaluru
D01702,Zayyan,Chana,+918974767666,44,3.69,motorcycle,2,Available,13.020705,77.582072,503,Bengaluru
D01703,Indrajit,Sankaran,+915993176970,36,3.92,scooter,1,On Delivery,12.963189,77.614291,1842,Bengaluru
D01704,Maanav,Ramesh,+915639670447,35,4.46,bicycle,0,Available,12.993206,77.537046,1465,Bengaluru
D01705,Ethan,Deo,+915015544940,40,4.44,electric_scooter,2,On Delivery,13.049635,77.595723,2214,Bengaluru
D01706,Om,Butala,+915637448455,43,4.08,motorcycle,2,On Delivery,12.988532,77.548951,1608,Bengaluru
D01707,Wazir,Bawa,+912050953072,35,4.56,bicycle,1,Available,12.978224,77.493421,2570,Bengaluru
D01708,Ryan,Lala,+916958870894,25,3.53,scooter,2,Offline,12.904321,77.604616,3356,Bengaluru
D01709,Brijesh,Rastogi,+910276448294,26,3.59,scooter,0,Available,12.923514,77.57119,1984,Bengaluru
D01710,Zashil,Saraf,+916537778424,35,4.52,motorcycle,1,On Delivery,12.988842,77.631779,274,Bengaluru
D01711,Dhruv,Deshmukh,+910725925016,39,3.92,motorcycle,1,On Delivery,12.971268,77.588722,2181,Bengaluru
D01712,Wridesh,Hora,+913070081334,43,3.6,scooter,0,Available,12.977614,77.641185,3167,Bengaluru
D01713,Yagnesh,Rana,+912494180169,40,4.85,motorcycle,2,On Delivery,12.917586,77.533914,493,Bengaluru
D01714,Guneet,Viswanathan,+914640311828,34,4.15,bicycle,0,Available,12.965871,77.715795,1473,Bengaluru
D01715,Jatin,Kibe,+913390596669,28,4.13,motorcycle,2,Offline,12.980755,77.620091,1198,Bengaluru
D01716,Balendra,Lata,+917542884637,43,4.1,motorcycle,1,On Delivery,12.918905,77.598412,2590,Bengaluru
D01717,Tanveer,Naik,+912772179316,25,5.0,motorcycle,1,Available,12.96428,77.514404,656,Bengaluru
D01718,Chaitanya,Chowdhury,+914483726877,38,4.29,electric_scooter,2,On Delivery,13.098241,77.600553,2737,Bengaluru
D01719,Samuel,Sampath,+918672877478,32,3.45,electric_scooter,0,Available,12.864176,77.677336,83,Bengaluru
D01720,Qadim,Pall,+912969652415,35,3.7,motorcycle,2,On Delivery,13.030976,77.611879,586,Bengaluru
D01721,Girish,Nagi,+911912943370,25,4.18,motorcycle,1,On Delivery,12.926626,77.615055,418,Bengaluru
D01722,Orinder,Bajwa,+915501935311,20,4.14,electric_scooter,2,Available,12.844713,77.665881,1247,Bengaluru
D01723,Michael,Gara,+913700174931,34,4.41,motorcycle,0,On Delivery,12.998927,77.581434,965,Bengaluru
D01724,Parth,Sathe,+917373397010,23,4.14,scooter,1,On Delivery,12.922595,77.608646,1704,Bengaluru
D01725,Elijah,Sastry,+912400613865,28,3.27,electric_scooter,2,On Delivery,12.89087,77.595156,1660,Bengaluru
D01726,Anthony,Kaur,+911435804711,37,3.89,scooter,0,Offline,12.965243,77.646813,143,Bengaluru
